Date,Open,High,Low,Close,Adj Close,Volume,tickers
,ANZ.AX,ANZ.AX,ANZ.AX,ANZ.AX,ANZ.AX,ANZ.AX,
2024-04-30,27.969999313354492,28.170000076293945,27.959999084472656,28.15999984741211,27.356534957885742,2814971,ANZ.AX
2024-05-01,27.8700008392334,28.079999923706055,27.850000381469727,28.079999923706055,27.278818130493164,2272152,ANZ.AX
2024-05-02,28.200000762939453,28.6299991607666,28.09000015258789,28.229999542236328,27.424537658691406,4190758,ANZ.AX
2024-05-03,28.43000030517578,28.610000610351562,28.290000915527344,28.479999542236328,27.667404174804688,2774301,ANZ.AX
2024-05-06,28.799999237060547,28.90999984741211,28.59000015258789,28.770000457763672,27.94913101196289,4061179,ANZ.AX
2024-05-07,28.299999237060547,28.8799991607666,27.989999771118164,28.790000915527344,27.96856117248535,10256812,ANZ.AX
2024-05-08,28.93000030517578,29.229999542236328,28.860000610351562,29.1200008392334,28.28914451599121,10751256,ANZ.AX
2024-05-09,29.049999237060547,29.110000610351562,28.704999923706055,28.790000915527344,27.96856117248535,6930471,ANZ.AX
2024-05-10,28.940000534057617,29.209999084472656,28.8700008392334,29.09000015258789,28.260000228881836,6947337,ANZ.AX
2024-05-13,28.030000686645508,28.260000228881836,27.8700008392334,28.209999084472656,28.209999084472656,7259377,ANZ.AX
2024-05-14,28.110000610351562,28.139999389648438,27.989999771118164,28.010000228881836,28.010000228881836,3791541,ANZ.AX
2024-05-15,28.0,28.1299991607666,27.600000381469727,27.68000030517578,27.68000030517578,5310037,ANZ.AX
2024-05-16,28.020000457763672,28.34000015258789,27.81999969482422,28.260000228881836,28.260000228881836,8271224,ANZ.AX
2024-05-17,28.079999923706055,28.260000228881836,27.989999771118164,28.1299991607666,28.1299991607666,4283457,ANZ.AX
2024-05-20,28.219999313354492,28.295000076293945,28.06999969482422,28.18000030517578,28.18000030517578,2674006,ANZ.AX
2024-05-21,28.149999618530273,28.399999618530273,28.100000381469727,28.309999465942383,28.309999465942383,6250470,ANZ.AX
2024-05-22,28.43000030517578,28.670000076293945,28.350000381469727,28.6200008392334,28.6200008392334,5509512,ANZ.AX
2024-05-23,28.40999984741211,28.5,28.18000030517578,28.3799991607666,28.3799991607666,3640055,ANZ.AX
2024-05-24,28.100000381469727,28.239999771118164,27.90999984741211,28.110000610351562,28.110000610351562,3442908,ANZ.AX
2024-05-27,28.3799991607666,28.540000915527344,28.239999771118164,28.43000030517578,28.43000030517578,3253622,ANZ.AX
2024-05-28,28.450000762939453,28.6200008392334,28.34000015258789,28.56999969482422,28.56999969482422,3399004,ANZ.AX
2024-05-29,28.299999237060547,28.360000610351562,27.860000610351562,27.8700008392334,27.8700008392334,5095675,ANZ.AX
2024-05-30,27.670000076293945,27.93000030517578,27.559999465942383,27.93000030517578,27.93000030517578,4207479,ANZ.AX
2024-05-31,28.15999984741211,28.25,27.920000076293945,28.25,28.25,11633343,ANZ.AX
2024-06-03,28.43000030517578,28.68000030517578,28.3700008392334,28.579999923706055,28.579999923706055,4575388,ANZ.AX
2024-06-04,28.579999923706055,28.68000030517578,28.479999542236328,28.59000015258789,28.59000015258789,3296399,ANZ.AX
2024-06-05,28.59000015258789,28.84000015258789,28.59000015258789,28.780000686645508,28.780000686645508,5364028,ANZ.AX
2024-06-06,28.959999084472656,29.1299991607666,28.84000015258789,29.059999465942383,29.059999465942383,5331059,ANZ.AX
2024-06-07,28.889999389648438,29.18000030517578,28.799999237060547,29.18000030517578,29.18000030517578,3401449,ANZ.AX
2024-06-11,28.93000030517578,29.040000915527344,28.65999984741211,28.90999984741211,28.90999984741211,5732765,ANZ.AX
2024-06-12,28.809999465942383,28.899999618530273,28.65999984741211,28.780000686645508,28.780000686645508,2854039,ANZ.AX
