Date,Open,High,Low,Close,Adj Close,Volume,tickers
,CSL.AX,CSL.AX,CSL.AX,CSL.AX,CSL.AX,CSL.AX,
2024-04-30,274.45001220703125,276.9700012207031,274.29998779296875,276.760009765625,274.7543640136719,558435,CSL.AX
2024-05-01,274.9200134277344,276.2799987792969,274.0799865722656,274.489990234375,272.50079345703125,382481,CSL.AX
2024-05-02,274.67999267578125,276.45001220703125,273.8699951171875,275.3900146484375,273.3943176269531,418404,CSL.AX
2024-05-03,276.0,277.5,274.44000244140625,275.79998779296875,273.8013000488281,472252,CSL.AX
2024-05-06,276.760009765625,277.0,275.3599853515625,275.5,273.50347900390625,465016,CSL.AX
2024-05-07,277.5,280.0,276.239990234375,279.55999755859375,277.5340576171875,723369,CSL.AX
2024-05-08,279.739990234375,281.7799987792969,278.6700134277344,279.8999938964844,277.8716125488281,494169,CSL.AX
2024-05-09,276.5400085449219,277.1000061035156,275.1000061035156,277.04998779296875,275.042236328125,621078,CSL.AX
2024-05-10,276.8599853515625,280.42999267578125,276.0199890136719,279.17999267578125,277.1568298339844,485383,CSL.AX
2024-05-13,278.8699951171875,280.29998779296875,278.20001220703125,279.9200134277344,277.8914794921875,436936,CSL.AX
2024-05-14,279.9700012207031,282.07000732421875,278.94000244140625,279.5799865722656,277.5539245605469,554016,CSL.AX
2024-05-15,281.8999938964844,284.5,281.0150146484375,283.04998779296875,280.998779296875,594466,CSL.AX
2024-05-16,286.489990234375,287.25,284.1000061035156,286.95001220703125,284.8705139160156,968347,CSL.AX
2024-05-17,285.5,285.5400085449219,279.6600036621094,280.0,277.97088623046875,1404153,CSL.AX
2024-05-20,280.5299987792969,281.9800109863281,277.8999938964844,277.8999938964844,275.8861083984375,419814,CSL.AX
2024-05-21,277.94000244140625,279.1099853515625,276.3500061035156,277.6300048828125,275.6180725097656,783076,CSL.AX
2024-05-22,278.0,280.1000061035156,277.20001220703125,278.0899963378906,276.07470703125,597796,CSL.AX
2024-05-23,278.42999267578125,283.0299987792969,278.0199890136719,282.0,279.9563903808594,749018,CSL.AX
2024-05-24,279.0899963378906,281.92999267578125,279.0400085449219,280.9200134277344,278.88421630859375,564716,CSL.AX
2024-05-27,281.4700012207031,282.1300048828125,279.79998779296875,280.6400146484375,278.60626220703125,371943,CSL.AX
2024-05-28,281.9599914550781,282.20001220703125,279.4100036621094,281.9599914550781,279.9166564941406,637279,CSL.AX
2024-05-29,279.5,280.29998779296875,278.20001220703125,278.20001220703125,276.1839294433594,791780,CSL.AX
2024-05-30,277.55999755859375,278.32000732421875,275.0400085449219,278.32000732421875,276.3030700683594,513532,CSL.AX
2024-05-31,278.6000061035156,284.5,278.07000732421875,280.1000061035156,278.0701599121094,4551409,CSL.AX
2024-06-03,283.6499938964844,283.8800048828125,279.3999938964844,281.3399963378906,279.3011779785156,546335,CSL.AX
2024-06-04,283.0,284.6400146484375,281.6499938964844,282.0,279.9563903808594,579240,CSL.AX
2024-06-05,284.20001220703125,286.44000244140625,283.7300109863281,285.8599853515625,283.78839111328125,927555,CSL.AX
2024-06-06,288.0,290.5899963378906,287.5,289.5,287.40203857421875,648360,CSL.AX
2024-06-07,289.0,289.94000244140625,287.1300048828125,289.0,286.9056701660156,494656,CSL.AX
2024-06-11,285.2699890136719,286.6600036621094,284.20001220703125,286.29998779296875,284.2252197265625,767910,CSL.AX
2024-06-12,284.54998779296875,285.489990234375,281.6000061035156,282.2300109863281,280.1847229003906,708022,CSL.AX
2024-06-13,284.9100036621094,288.04998779296875,284.4750061035156,287.9599914550781,285.8731994628906,917566,CSL.AX
2024-06-14,288.3999938964844,289.45001220703125,287.6300048828125,289.1000061035156,287.00494384765625,622946,CSL.AX
2024-06-17,288.05999755859375,290.3999938964844,287.8599853515625,288.79998779296875,286.70709228515625,696537,CSL.AX
2024-06-18,289.1000061035156,294.19000244140625,289.07000732421875,293.8699951171875,291.7403564453125,846827,CSL.AX
2024-06-19,295.0,295.4800109863281,292.17999267578125,293.0,290.8766784667969,590050,CSL.AX
2024-06-20,293.1000061035156,294.0,289.94000244140625,290.739990234375,288.6330261230469,1311359,CSL.AX
2024-06-21,294.0,294.75,290.82000732421875,293.0,290.8766784667969,1732957,CSL.AX
2024-06-24,292.3299865722656,292.8500061035156,290.25,292.010009765625,289.89385986328125,528787,CSL.AX
2024-06-25,293.54998779296875,294.2799987792969,292.1199951171875,293.70001220703125,291.5716247558594,644434,CSL.AX
2024-06-26,294.989990234375,296.489990234375,293.82000732421875,294.8800048828125,292.7430419921875,844641,CSL.AX
2024-06-27,291.8599853515625,295.1600036621094,289.25,295.1600036621094,293.0210266113281,565183,CSL.AX
2024-06-28,296.29998779296875,298.20001220703125,295.0,295.2099914550781,293.0706481933594,780313,CSL.AX
2024-07-01,293.1700134277344,293.92999267578125,291.5,292.6000061035156,290.4795837402344,609689,CSL.AX
2024-07-02,290.7099914550781,293.0,290.54998779296875,292.0799865722656,289.96331787109375,431077,CSL.AX
2024-07-03,292.489990234375,294.8999938964844,292.1000061035156,294.8999938964844,292.7629089355469,524893,CSL.AX
2024-07-04,297.44000244140625,299.0,297.1600036621094,297.5,295.34405517578125,541262,CSL.AX
2024-07-05,297.75,300.0,297.0199890136719,299.75,297.5777587890625,656741,CSL.AX
2024-07-08,299.6400146484375,300.0299987792969,294.80999755859375,295.55999755859375,293.4181213378906,587421,CSL.AX
2024-07-09,297.989990234375,299.6700134277344,296.8399963378906,298.5299987792969,296.3666076660156,542846,CSL.AX
