Date,Open,High,Low,Close,Adj Close,Volume,tickers
,CBA.AX,CBA.AX,CBA.AX,CBA.AX,CBA.AX,CBA.AX,
2024-04-30,113.6500015258789,114.54000091552734,113.41999816894531,114.54000091552734,112.48877716064453,1315376,CBA.AX
2024-05-01,113.5999984741211,114.11000061035156,113.0,113.91999816894531,111.8798828125,1092138,CBA.AX
2024-05-02,114.69000244140625,115.83999633789062,114.0199966430664,115.0,112.94054412841797,1545052,CBA.AX
2024-05-03,115.76000213623047,115.76000213623047,114.73999786376953,115.2300033569336,113.16642761230469,1212181,CBA.AX
2024-05-06,116.01000213623047,116.58999633789062,115.77999877929688,116.58999633789062,114.50205993652344,1426516,CBA.AX
2024-05-07,117.56999969482422,119.0,116.88999938964844,119.0,116.86891174316406,2692665,CBA.AX
2024-05-08,119.5,119.9000015258789,118.45999908447266,119.73999786376953,117.59565734863281,2104415,CBA.AX
2024-05-09,119.69999694824219,119.69999694824219,117.08999633789062,117.08999633789062,114.99311065673828,1837558,CBA.AX
2024-05-10,117.70999908447266,118.3499984741211,117.25,117.54000091552734,115.43505859375,1483110,CBA.AX
2024-05-13,117.54000091552734,119.12000274658203,117.05999755859375,119.12000274658203,116.98676300048828,1751999,CBA.AX
2024-05-14,118.69999694824219,119.33000183105469,118.53500366210938,119.33000183105469,117.19300079345703,1472592,CBA.AX
2024-05-15,119.5,120.06999969482422,119.27999877929688,119.93000030517578,117.78225708007812,1820801,CBA.AX
2024-05-16,121.0,122.55000305175781,120.19999694824219,122.26000213623047,120.07052612304688,3208604,CBA.AX
2024-05-17,121.5,121.79000091552734,120.33999633789062,121.04000091552734,118.87237548828125,3747916,CBA.AX
2024-05-20,121.0,121.86000061035156,120.94999694824219,121.7699966430664,119.58930206298828,1224873,CBA.AX
2024-05-21,121.69000244140625,121.79000091552734,120.91999816894531,121.79000091552734,119.60894775390625,1554701,CBA.AX
2024-05-22,122.06999969482422,122.3499984741211,121.30000305175781,121.5,119.32413482666016,1428336,CBA.AX
2024-05-23,120.72000122070312,121.0,120.2300033569336,120.7300033569336,118.56793212890625,1535204,CBA.AX
2024-05-24,119.0199966430664,119.5,118.08000183105469,118.87000274658203,116.74124145507812,1902826,CBA.AX
2024-05-27,119.7300033569336,120.33000183105469,119.7300033569336,120.0999984741211,117.94921112060547,1111552,CBA.AX
2024-05-28,120.08999633789062,120.33000183105469,119.51000213623047,120.30999755859375,118.15544891357422,1699877,CBA.AX
2024-05-29,119.37999725341797,119.48999786376953,117.88999938964844,118.33999633789062,116.2207260131836,1768394,CBA.AX
2024-05-30,117.0999984741211,118.41999816894531,116.63999938964844,117.98999786376953,115.87699127197266,1327847,CBA.AX
2024-05-31,118.80000305175781,119.54000091552734,118.52999877929688,119.54000091552734,117.39923858642578,3397759,CBA.AX
2024-06-03,120.33999633789062,121.29000091552734,120.22000122070312,121.29000091552734,119.1178970336914,1686338,CBA.AX
2024-06-04,121.1500015258789,122.48999786376953,121.05000305175781,122.45999908447266,120.2669448852539,2230997,CBA.AX
2024-06-05,123.16999816894531,123.94999694824219,122.81999969482422,123.47000122070312,121.25885772705078,2389848,CBA.AX
2024-06-06,124.5,125.97000122070312,124.20999908447266,124.8499984741211,122.61414337158203,2636419,CBA.AX
2024-06-07,125.0,125.55000305175781,124.08000183105469,125.55000305175781,123.3016128540039,1414714,CBA.AX
2024-06-11,124.05000305175781,125.02999877929688,123.72000122070312,124.93000030517578,122.69271087646484,2514626,CBA.AX
2024-06-12,124.3499984741211,124.59500122070312,123.4000015258789,124.0999984741211,121.87757110595703,1809137,CBA.AX
2024-06-13,125.33000183105469,125.69000244140625,124.9000015258789,125.4800033569336,123.23286437988281,2582193,CBA.AX
2024-06-14,125.36000061035156,125.5999984741211,124.8499984741211,125.30999755859375,123.06590270996094,1597350,CBA.AX
2024-06-17,124.98999786376953,125.5999984741211,124.76000213623047,125.48999786376953,123.24268341064453,1531082,CBA.AX
2024-06-18,126.58000183105469,127.98999786376953,126.19999694824219,127.9800033569336,125.68809509277344,2236320,CBA.AX
2024-06-19,127.79000091552734,127.87999725341797,126.7699966430664,126.94000244140625,124.66671752929688,2012104,CBA.AX
2024-06-20,126.6500015258789,127.83999633789062,126.52999877929688,127.75,125.46221160888672,3548847,CBA.AX
2024-06-21,128.0,128.25,125.9000015258789,127.68000030517578,125.39346313476562,7145883,CBA.AX
2024-06-24,127.5999984741211,127.98999786376953,126.80000305175781,126.80000305175781,124.52922821044922,1767854,CBA.AX
2024-06-25,128.11000061035156,128.67999267578125,127.51000213623047,128.6300048828125,126.32645416259766,2092832,CBA.AX
2024-06-26,127.63999938964844,128.08999633789062,126.63500213623047,126.9000015258789,124.62743377685547,1900389,CBA.AX
2024-06-27,125.0,126.19999694824219,124.3499984741211,126.19999694824219,123.9399642944336,2021794,CBA.AX
2024-06-28,127.0,127.61000061035156,126.2699966430664,127.37999725341797,125.09883117675781,2190551,CBA.AX
2024-07-01,126.44000244140625,126.52999877929688,125.43000030517578,126.19999694824219,123.9399642944336,1585105,CBA.AX
2024-07-02,125.80000305175781,126.19999694824219,125.4000015258789,125.66000366210938,123.4096450805664,1457744,CBA.AX
2024-07-03,126.2300033569336,126.44000244140625,124.80000305175781,125.37999725341797,123.13465118408203,1441307,CBA.AX
2024-07-04,126.51000213623047,127.86000061035156,126.19000244140625,127.86000061035156,125.57024383544922,1394064,CBA.AX
2024-07-05,127.58000183105469,127.8499984741211,126.6500015258789,127.0999984741211,124.8238525390625,1084617,CBA.AX
2024-07-08,126.9000015258789,127.16999816894531,126.08999633789062,126.47000122070312,124.20513153076172,1027669,CBA.AX
2024-07-09,127.5,128.97000122070312,126.9800033569336,128.69000244140625,126.3853759765625,1781761,CBA.AX
2024-07-10,128.0,128.5399932861328,127.26000213623047,128.5399932861328,126.23805236816406,1246766,CBA.AX
2024-07-11,130.1699981689453,130.3000030517578,129.3000030517578,129.9199981689453,127.59334564208984,1598054,CBA.AX
2024-07-12,130.8000030517578,131.83999633789062,129.88999938964844,131.66000366210938,129.30218505859375,1965561,CBA.AX
2024-07-15,132.75,133.3000030517578,131.89999389648438,132.69000244140625,130.31375122070312,1364623,CBA.AX
2024-07-16,132.42999267578125,133.0800018310547,132.02000427246094,132.44000244140625,130.06822204589844,1732649,CBA.AX
2024-07-17,132.5,134.25,132.0,133.5,131.10923767089844,1919380,CBA.AX
2024-07-18,133.24000549316406,134.0,131.91000366210938,132.66000366210938,130.28428649902344,2061262,CBA.AX
2024-07-19,130.86000061035156,131.6300048828125,130.39999389648438,131.6300048828125,129.27273559570312,4022762,CBA.AX
2024-07-22,130.50999450683594,131.67999267578125,130.17999267578125,131.67999267578125,129.3218231201172,1192662,CBA.AX
2024-07-23,132.58999633789062,133.30999755859375,132.10000610351562,133.13999938964844,130.75567626953125,1351942,CBA.AX
2024-07-24,132.60000610351562,133.10000610351562,132.27000427246094,132.77999877929688,130.40213012695312,1130255,CBA.AX
2024-07-25,131.35000610351562,132.60000610351562,131.1999969482422,132.60000610351562,130.22535705566406,1796200,CBA.AX
2024-07-26,133.36000061035156,133.4600067138672,132.52999877929688,133.13999938964844,130.75567626953125,1901929,CBA.AX
2024-07-29,133.8300018310547,134.89999389648438,133.8000030517578,134.89999389648438,132.48416137695312,1391737,CBA.AX
2024-07-30,133.50999450683594,135.9499969482422,133.2899932861328,135.9499969482422,133.51536560058594,1937077,CBA.AX
2024-07-31,136.33999633789062,137.52999877929688,135.60000610351562,137.49000549316406,135.0277862548828,2235562,CBA.AX
2024-08-01,138.2100067138672,138.24000549316406,136.27000427246094,136.27000427246094,133.8296356201172,1586163,CBA.AX
2024-08-02,133.5,134.25,131.66000366210938,132.4600067138672,130.08787536621094,3839143,CBA.AX
2024-08-05,130.60000610351562,130.77999877929688,124.88999938964844,124.88999938964844,122.65342712402344,3591234,CBA.AX
2024-08-06,125.5,128.4199981689453,125.5,127.69000244140625,125.40328979492188,2570052,CBA.AX
2024-08-07,126.87999725341797,128.2100067138672,126.7300033569336,127.33999633789062,125.0595474243164,1843515,CBA.AX
2024-08-08,127.3499984741211,129.11000061035156,126.95999908447266,129.11000061035156,126.79785919189453,1663083,CBA.AX
2024-08-09,130.0,130.22999572753906,128.8800048828125,129.5500030517578,127.22998046875,1941651,CBA.AX
2024-08-12,130.6999969482422,131.0399932861328,130.14999389648438,130.52999877929688,128.1924285888672,886756,CBA.AX
2024-08-13,130.42999267578125,132.52000427246094,130.22999572753906,132.52000427246094,130.14678955078125,1465262,CBA.AX
2024-08-14,134.5,134.58999633789062,132.7100067138672,134.2100067138672,131.80653381347656,1734568,CBA.AX
2024-08-15,134.0,136.08999633789062,133.94000244140625,134.89999389648438,132.48416137695312,2248327,CBA.AX
2024-08-16,137.0399932861328,138.1300048828125,136.5399932861328,138.1300048828125,135.6563262939453,4427410,CBA.AX
2024-08-19,137.72000122070312,139.25,137.3699951171875,139.25,136.7562713623047,1937287,CBA.AX
2024-08-20,140.25,141.33999633789062,139.02499389648438,139.60000610351562,137.10000610351562,1651316,CBA.AX
2024-08-21,138.22000122070312,138.3699951171875,135.64999389648438,136.02999877929688,136.02999877929688,3533301,CBA.AX
2024-08-22,136.9499969482422,136.99000549316406,135.97999572753906,136.4600067138672,136.4600067138672,1565951,CBA.AX
2024-08-23,136.39999389648438,136.8000030517578,135.85000610351562,136.8000030517578,136.8000030517578,1738992,CBA.AX
2024-08-26,137.50999450683594,139.2899932861328,137.17999267578125,138.80999755859375,138.80999755859375,1888745,CBA.AX
2024-08-27,138.33999633789062,138.49000549316406,136.8000030517578,137.42999267578125,137.42999267578125,2163558,CBA.AX
2024-08-28,136.9499969482422,138.57000732421875,136.1999969482422,138.57000732421875,138.57000732421875,2608279,CBA.AX
2024-08-29,138.35000610351562,139.3300018310547,138.02999877929688,138.8000030517578,138.8000030517578,2115830,CBA.AX
2024-08-30,139.4499969482422,139.8800048828125,139.0,139.5,139.5,4322628,CBA.AX
2024-09-02,139.35000610351562,141.8699951171875,138.6699981689453,141.77000427246094,141.77000427246094,1751323,CBA.AX
2024-09-03,141.63999938964844,143.3800048828125,141.4499969482422,143.3800048828125,143.3800048828125,1892624,CBA.AX
2024-09-04,141.5,141.57000732421875,139.0449981689453,139.94000244140625,139.94000244140625,2211376,CBA.AX
2024-09-05,140.6300048828125,141.85000610351562,140.33999633789062,141.35000610351562,141.35000610351562,1585378,CBA.AX
2024-09-06,141.77999877929688,144.25,141.39999389648438,143.47000122070312,143.47000122070312,2666532,CBA.AX
2024-09-09,140.8699951171875,143.0,140.5,142.9499969482422,142.9499969482422,1988596,CBA.AX
2024-09-10,144.05999755859375,145.24000549316406,143.19000244140625,143.77000427246094,143.77000427246094,2029126,CBA.AX
2024-09-11,143.39999389648438,143.49000549316406,140.7899932861328,141.0500030517578,141.0500030517578,2649391,CBA.AX
2024-09-12,141.9600067138672,143.07000732421875,141.66000366210938,142.9600067138672,142.9600067138672,1811911,CBA.AX
2024-09-13,143.39999389648438,143.5800018310547,140.94000244140625,141.64999389648438,141.64999389648438,1991893,CBA.AX
2024-09-16,142.0500030517578,143.1199951171875,141.85000610351562,142.99000549316406,142.99000549316406,1751879,CBA.AX
2024-09-17,144.0,144.0,143.02999877929688,143.0399932861328,143.0399932861328,1556054,CBA.AX
2024-09-18,142.64999389648438,143.75,142.36000061035156,143.32000732421875,143.32000732421875,1505418,CBA.AX
2024-09-19,144.5,145.0,143.17999267578125,144.02000427246094,144.02000427246094,3443075,CBA.AX
2024-09-20,144.5,144.8300018310547,143.57000732421875,144.5,144.5,6443818,CBA.AX
2024-09-23,143.5500030517578,143.7899932861328,142.30999755859375,142.38999938964844,142.38999938964844,1459099,CBA.AX
2024-09-24,142.50999450683594,142.88999938964844,138.05999755859375,138.05999755859375,138.05999755859375,3339377,CBA.AX
2024-09-25,138.0,138.44000244140625,134.5,134.88999938964844,134.88999938964844,3752515,CBA.AX
2024-09-26,135.99000549316406,136.49000549316406,133.4199981689453,134.35000610351562,134.35000610351562,2993957,CBA.AX
2024-09-27,134.3000030517578,134.5,133.0,134.16000366210938,134.16000366210938,2154557,CBA.AX
2024-09-30,134.5,136.11000061035156,134.32000732421875,135.38999938964844,135.38999938964844,3416736,CBA.AX
2024-10-01,135.0,135.0,132.67999267578125,133.33999633789062,133.33999633789062,1744679,CBA.AX
2024-10-02,132.16000366210938,134.19000244140625,132.10000610351562,134.19000244140625,134.19000244140625,2344849,CBA.AX
2024-10-03,135.39999389648438,135.39999389648438,134.25,134.61000061035156,134.61000061035156,1851459,CBA.AX
2024-10-04,133.10000610351562,133.5,132.52000427246094,132.74000549316406,132.74000549316406,1502412,CBA.AX
2024-10-07,133.82000732421875,135.0800018310547,133.1300048828125,134.77000427246094,134.77000427246094,934904,CBA.AX
2024-10-08,134.3699951171875,136.02999877929688,133.50999450683594,134.97000122070312,134.97000122070312,1587040,CBA.AX
2024-10-09,136.47999572753906,136.5749969482422,135.60000610351562,135.6300048828125,135.6300048828125,1218703,CBA.AX
2024-10-10,136.66000366210938,136.9499969482422,135.82000732421875,136.19000244140625,136.19000244140625,1622621,CBA.AX
2024-10-11,135.8800048828125,136.07000732421875,134.8800048828125,135.63999938964844,135.63999938964844,1423248,CBA.AX
2024-10-14,136.89999389648438,137.1999969482422,136.02999877929688,136.82000732421875,136.82000732421875,1020864,CBA.AX
2024-10-15,138.41000366210938,139.69000244140625,137.9499969482422,139.2899932861328,139.2899932861328,1849572,CBA.AX
