Postcode,Dwelling Type,FQ_Sales_Price,Median_Sales_Price,TQ_Sales_Price,Mean_Sales_Price,Sales_No,Qtly_Median_Change,Annual_Median_Change,Qtly_Count_Change,Annual_Count_Change,Year,Quarter
2104,Non Strata,2796,3440,4568,4008,-,3.46%,55.83%,37.50%,37.50%,2023,Q4
2105,Total,-,-,-,-,-,-,-,-,-,2023,Q4
2105,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2106,Total,1080,2007,2920,2262,37,-5.22%,25.24%,2.78%,8.82%,2023,Q4
2106,Non Strata,2284,2923,3533,3213,-,14.61%,0.78%,-21.74%,12.50%,2023,Q4
2106,Strata,906,1080,1623,1361,-,-6.09%,15.20%,46.15%,5.56%,2023,Q4
2107,Total,2223,2510,3325,2760,73,-0.79%,4.58%,2.82%,48.98%,2023,Q4
2107,Non Strata,2354,2800,3553,3133,60,0.00%,9.80%,11.11%,62.16%,2023,Q4
2107,Strata,820,990,1230,1038,-,0.51%,-5.49%,-23.53%,8.33%,2023,Q4
2108,Total,-,-,-,-,-,-,-,-,-,2023,Q4
2108,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2108,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2110,Total,997,2380,3250,2453,31,8.63%,-30.51%,-16.22%,-11.43%,2023,Q4
2110,Non Strata,3088,3725,4093,4046,-,-8.02%,-9.72%,-35.29%,-57.69%,2023,Q4
2110,Strata,840,1450,2080,1577,-,33.33%,55.91%,0.00%,122.22%,2023,Q4
2111,Total,713,1330,3050,1811,63,20.91%,10.83%,-29.21%,-3.08%,2023,Q4
2111,Non Strata,2531,3150,3774,3116,-,12.50%,24.26%,-29.73%,-10.34%,2023,Q4
2111,Strata,625,730,923,894,37,-7.37%,-10.43%,-28.85%,2.78%,2023,Q4
2112,Total,679,845,1800,1270,204,-2.87%,-15.50%,-9.33%,31.61%,2023,Q4
2112,Non Strata,2125,2550,2825,2590,55,3.85%,17.51%,-21.43%,-6.78%,2023,Q4
2112,Strata,623,775,880,783,149,1.97%,6.90%,-3.87%,55.21%,2023,Q4
2113,Total,800,1018,1230,1209,216,-15.62%,-0.23%,-30.55%,7.46%,2023,Q4
2113,Non Strata,2173,2563,3006,2582,36,13.66%,16.97%,-16.28%,-5.26%,2023,Q4
2113,Strata,769,963,1042,935,180,-10.88%,1.53%,-32.84%,10.43%,2023,Q4
2114,Total,623,860,2018,1270,107,2.69%,-23.42%,-7.76%,12.63%,2023,Q4
2114,Non Strata,2052,2300,2593,2328,35,4.07%,13.58%,-12.50%,66.67%,2023,Q4
2114,Strata,568,732,862,755,72,-0.17%,-16.25%,-5.26%,-2.70%,2023,Q4
2115,Total,730,1716,1930,1446,37,3.06%,23.79%,-27.45%,-31.48%,2023,Q4
2115,Non Strata,1772,1878,2025,1916,-,0.40%,22.91%,-33.33%,-38.89%,2023,Q4
2115,Strata,670,710,800,758,-,-8.27%,4.41%,-16.67%,-16.67%,2023,Q4
2116,Total,940,1502,1843,1350,-,81.95%,11.26%,-9.37%,52.63%,2023,Q4
2116,Non Strata,1568,1686,1880,1685,-,0.36%,22.17%,38.46%,20.00%,2023,Q4
2116,Strata,640,888,960,803,-,29.26%,14.43%,-42.11%,175.00%,2023,Q4
2117,Total,1098,1643,1830,1556,92,12.69%,18.68%,-9.80%,24.32%,2023,Q4
2117,Non Strata,1675,1775,1970,1888,59,3.71%,10.94%,9.26%,20.41%,2023,Q4
2117,Strata,780,990,1106,961,33,17.51%,46.67%,-31.25%,32.00%,2023,Q4
2118,Total,750,1130,2030,1386,122,20.21%,-23.40%,-10.29%,24.49%,2023,Q4
2118,Non Strata,1830,2100,2330,2098,55,1.45%,19.83%,-3.51%,-1.79%,2023,Q4
2118,Strata,648,785,888,801,67,12.14%,12.75%,-15.19%,59.52%,2023,Q4
2119,Total,2151,2408,3000,2459,52,0.33%,18.91%,-1.89%,73.33%,2023,Q4
2119,Non Strata,2275,2450,3008,2674,46,-2.04%,11.36%,17.95%,84.00%,2023,Q4
2119,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2120,Total,1582,1825,2100,1677,61,0.27%,13.71%,-16.44%,-8.96%,2023,Q4
2120,Non Strata,1760,1940,2150,1961,45,-2.81%,15.54%,-19.64%,-16.67%,2023,Q4
2120,Strata,601,685,1250,877,-,-17.96%,-25.95%,-5.88%,23.08%,2023,Q4
2121,Total,749,879,2100,1367,170,1.03%,6.55%,-17.07%,32.81%,2023,Q4
2121,Non Strata,2180,2385,2850,2540,53,-3.25%,8.41%,6.00%,23.26%,2023,Q4
2121,Strata,725,800,900,836,117,-0.99%,10.88%,-24.52%,37.65%,2023,Q4
2122,Total,805,1515,2471,1698,151,2.89%,-14.89%,11.03%,93.59%,2023,Q4
2122,Non Strata,2276,2490,2905,2587,71,-0.60%,5.87%,24.56%,73.17%,2023,Q4
2122,Strata,682,830,953,909,80,-6.74%,6.41%,1.27%,116.22%,2023,Q4
2125,Total,1853,2165,2655,2245,46,-1.11%,4.34%,15.00%,-2.13%,2023,Q4
2125,Non Strata,1886,2200,2680,2345,43,-1.76%,5.90%,13.16%,-6.52%,2023,Q4
2125,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2126,Total,1820,2100,2385,2103,51,-4.55%,9.09%,18.60%,0.00%,2023,Q4
2126,Non Strata,1965,2235,2400,2266,41,-1.73%,7.87%,7.89%,5.13%,2023,Q4
2126,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2127,Total,630,740,802,774,189,-3.90%,1.37%,-13.70%,47.66%,2023,Q4
2127,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2127,Strata,625,735,795,721,181,-3.16%,0.82%,-12.14%,43.65%,2023,Q4
2128,Total,-,-,-,-,-,-,-,-,-,2023,Q4
2128,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2130,Total,814,960,1698,1271,36,-20.66%,7.44%,16.13%,63.64%,2023,Q4
2130,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2130,Strata,778,885,1395,1067,31,-1.39%,12.03%,72.22%,82.35%,2023,Q4
2131,Total,725,813,1100,1111,101,1.44%,5.18%,-29.86%,9.78%,2023,Q4
2131,Non Strata,1920,2145,2449,2185,-,6.19%,19.50%,14.29%,20.00%,2023,Q4
2131,Strata,675,771,835,776,77,-0.39%,7.46%,-37.40%,6.94%,2023,Q4
2132,Total,870,1971,2425,1768,37,32.73%,20.40%,27.59%,76.19%,2023,Q4
2132,Non Strata,2100,2339,2653,2412,-,-2.56%,31.38%,29.41%,22.22%,2023,Q4
2132,Strata,670,785,923,823,-,8.65%,20.77%,25.00%,400.00%,2023,Q4
2133,Total,883,1600,2165,1572,31,37.63%,15.52%,-18.42%,19.23%,2023,Q4
2133,Non Strata,1600,1925,2310,1981,-,9.66%,5.19%,16.67%,40.00%,2023,Q4
2133,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2134,Total,817,1071,1433,1479,79,8.18%,12.26%,-21.78%,6.76%,2023,Q4
2134,Non Strata,2410,2905,3739,3103,-,-11.30%,24.41%,-5.26%,157.14%,2023,Q4
2134,Strata,800,940,1200,1000,61,3.01%,2.73%,-25.61%,-8.96%,2023,Q4
2135,Total,680,845,2830,1728,102,-27.34%,-10.82%,-10.53%,43.66%,2023,Q4
2135,Non Strata,2869,3850,4466,3693,34,15.44%,20.88%,-30.61%,3.03%,2023,Q4
2135,Strata,638,703,843,745,68,-2.36%,-4.35%,4.62%,78.95%,2023,Q4
2136,Total,607,750,960,983,46,-15.78%,-32.39%,17.95%,130.00%,2023,Q4
2136,Non Strata,1753,1825,2373,1994,-,-15.12%,7.35%,-38.89%,10.00%,2023,Q4
2136,Strata,578,640,770,665,35,-13.86%,9.40%,66.67%,250.00%,2023,Q4
2137,Total,897,1565,2458,1844,112,31.24%,-7.94%,-30.86%,8.74%,2023,Q4
2137,Non Strata,2302,2790,3315,2972,41,-0.36%,12.96%,-16.33%,13.89%,2023,Q4
2137,Strata,790,1085,1500,1192,71,31.52%,-9.58%,-37.17%,5.97%,2023,Q4
2138,Total,805,955,1190,1155,94,-5.45%,0.53%,-28.24%,14.63%,2023,Q4
2138,Non Strata,2289,2430,2630,2391,-,-11.64%,-0.41%,-39.13%,-17.65%,2023,Q4
2138,Strata,785,891,1040,938,80,-2.94%,4.15%,-25.93%,23.08%,2023,Q4
2140,Total,579,650,715,691,125,0.00%,8.33%,-9.42%,38.89%,2023,Q4
2140,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2140,Strata,572,645,710,642,120,-0.77%,7.50%,-9.09%,41.18%,2023,Q4
2141,Total,718,835,1172,978,175,4.67%,1.83%,8.02%,116.05%,2023,Q4
2141,Non Strata,1301,1518,1732,1502,50,2.53%,9.96%,21.95%,138.10%,2023,Q4
2141,Strata,670,765,870,768,125,3.38%,14.55%,3.31%,108.33%,2023,Q4
2142,Total,500,570,646,637,132,1.88%,-7.57%,-7.04%,46.67%,2023,Q4
2142,Non Strata,900,1095,1325,1145,-,-3.00%,24.43%,-51.22%,-4.76%,2023,Q4
2142,Strata,489,538,621,546,112,5.39%,-2.27%,10.89%,62.32%,2023,Q4
2143,Total,1118,1301,1362,1195,-,32.30%,35.57%,-38.46%,-20.00%,2023,Q4
2143,Non Strata,1260,1311,1433,1329,-,14.96%,19.14%,-20.00%,17.65%,2023,Q4
2143,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2144,Total,537,663,879,775,140,2.38%,-1.60%,-12.50%,55.56%,2023,Q4
2144,Non Strata,1008,1290,1470,1285,36,6.17%,11.69%,-14.29%,0.00%,2023,Q4
2144,Strata,489,609,677,599,104,7.69%,14.64%,-11.86%,92.59%,2023,Q4
2145,Total,570,855,1257,932,340,12.36%,-5.00%,-6.59%,19.30%,2023,Q4
2145,Non Strata,1125,1280,1457,1305,157,3.64%,17.97%,-1.88%,25.60%,2023,Q4
2145,Strata,517,580,701,612,183,-2.19%,-6.98%,-10.29%,14.38%,2023,Q4
2146,Total,626,770,1213,883,91,-9.94%,7.69%,13.75%,44.44%,2023,Q4
2146,Non Strata,1150,1240,1350,1239,37,1.22%,14.02%,-5.13%,42.31%,2023,Q4
2146,Strata,537,638,744,639,54,5.45%,2.90%,31.71%,45.95%,2023,Q4
2147,Total,913,1021,1249,1080,106,-2.76%,12.69%,-20.30%,8.16%,2023,Q4
2147,Non Strata,950,1068,1304,1136,91,-3.78%,13.32%,-20.87%,3.41%,2023,Q4
2147,Strata,636,700,830,736,-,1.82%,9.38%,-16.67%,50.00%,2023,Q4
2148,Total,598,894,1023,853,275,6.42%,20.80%,-8.94%,19.05%,2023,Q4
2148,Non Strata,900,991,1136,1032,174,3.72%,15.17%,6.75%,30.83%,2023,Q4
2148,Strata,435,522,625,545,101,-6.79%,1.26%,-27.34%,3.06%,2023,Q4
2150,Total,529,620,723,707,200,-5.20%,-27.40%,-27.54%,-25.37%,2023,Q4
2150,Non Strata,1475,1718,1880,1704,-,-2.47%,4.09%,-20.00%,6.67%,2023,Q4
2150,Strata,520,611,695,620,184,-5.49%,-23.62%,-28.12%,-27.27%,2023,Q4
2151,Total,585,760,1685,1097,71,-5.00%,-28.84%,-20.22%,-12.35%,2023,Q4
2151,Non Strata,1670,1820,2105,1897,-,-4.24%,13.72%,-25.71%,-10.34%,2023,Q4
2151,Strata,520,612,746,634,45,-1.21%,-7.27%,-16.67%,-13.46%,2023,Q4
2152,Total,625,1050,1528,1083,39,14.44%,10.53%,-2.50%,2.63%,2023,Q4
2152,Non Strata,1451,1565,1644,1555,-,5.03%,23.23%,20.00%,0.00%,2023,Q4
2152,Strata,520,630,700,678,-,-13.10%,-5.41%,-16.00%,5.00%,2023,Q4
2153,Total,1106,1558,1828,1514,210,-3.86%,6.53%,0.96%,27.27%,2023,Q4
2153,Non Strata,1597,1765,1968,1831,133,-1.64%,7.95%,-2.21%,12.71%,2023,Q4
2153,Strata,710,950,1170,966,77,6.20%,6.74%,6.94%,63.83%,2023,Q4
2154,Total,1170,1995,2379,1935,182,6.26%,16.53%,9.64%,29.08%,2023,Q4
2154,Non Strata,2065,2300,2530,2387,99,1.21%,5.99%,5.32%,23.75%,2023,Q4
2154,Strata,922,1116,1445,1396,83,3.09%,33.65%,15.28%,36.07%,2023,Q4
2155,Total,790,1480,1870,1402,306,-6.33%,27.49%,-15.47%,-5.56%,2023,Q4
2155,Non Strata,1480,1740,1968,1750,203,0.87%,11.54%,-20.08%,17.34%,2023,Q4
2155,Strata,614,660,790,716,103,-5.71%,-5.58%,-4.63%,-31.79%,2023,Q4
2156,Total,2508,3131,3418,3049,36,21.59%,-2.16%,-10.00%,38.46%,2023,Q4
2156,Non Strata,2508,3131,3418,3049,36,21.59%,-2.16%,-10.00%,38.46%,2023,Q4
2157,Total,1523,2420,3041,2334,-,27.70%,28.04%,9.09%,100.00%,2023,Q4
2157,Non Strata,1523,2420,3041,2334,-,27.70%,28.04%,9.09%,100.00%,2023,Q4
2158,Total,1393,1870,2439,2126,34,2.61%,-11.50%,30.77%,30.77%,2023,Q4
2158,Non Strata,1765,1980,2535,2453,-,0.25%,-10.00%,42.11%,28.57%,2023,Q4
2158,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2159,Total,-,-,-,-,-,-,-,-,-,2023,Q4
2159,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2160,Total,488,730,1089,828,139,-15.12%,0.27%,7.75%,17.80%,2023,Q4
2160,Non Strata,957,1100,1350,1154,67,-4.44%,4.76%,-4.29%,21.82%,2023,Q4
2160,Strata,440,490,593,524,72,3.16%,4.26%,22.03%,14.29%,2023,Q4
2161,Total,466,928,1151,859,114,-1.12%,11.75%,-9.52%,34.12%,2023,Q4
2161,Non Strata,991,1103,1288,1143,66,-2.78%,17.70%,-21.43%,32.00%,2023,Q4
2161,Strata,400,455,487,470,48,-0.55%,-7.14%,14.29%,37.14%,2023,Q4
2162,Total,951,1126,1250,1069,57,4.50%,16.08%,18.75%,16.33%,2023,Q4
2162,Non Strata,1103,1166,1281,1176,47,5.14%,18.32%,30.56%,4.44%,2023,Q4
2162,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2163,Total,450,690,915,689,39,-10.39%,-16.36%,25.81%,0.00%,2023,Q4
2163,Non Strata,871,915,963,939,-,1.67%,7.65%,11.11%,-35.48%,2023,Q4
2163,Strata,319,440,515,427,-,-6.38%,-6.38%,46.15%,137.50%,2023,Q4
2164,Total,880,1010,1250,1076,61,-1.46%,8.60%,60.53%,15.09%,2023,Q4
2164,Non Strata,930,1070,1285,1147,50,2.88%,7.00%,38.89%,16.28%,2023,Q4
2164,Strata,689,715,841,754,-,-4.03%,16.54%,450.00%,10.00%,2023,Q4
2165,Total,504,888,1065,830,120,-1.39%,5.65%,-25.47%,4.35%,2023,Q4
2165,Non Strata,901,1006,1114,1030,78,0.59%,9.22%,-27.10%,-1.27%,2023,Q4
2165,Strata,385,430,516,460,42,2.63%,0.00%,-22.22%,16.67%,2023,Q4
2166,Total,448,925,1189,890,143,9.47%,8.82%,-14.37%,31.19%,2023,Q4
2166,Non Strata,950,1110,1300,1146,90,2.54%,18.72%,-10.00%,25.00%,2023,Q4
2166,Strata,379,418,450,454,53,-1.65%,2.70%,-20.90%,43.24%,2023,Q4
2167,Total,708,885,1000,886,47,11.53%,-1.67%,23.68%,104.35%,2023,Q4
2167,Non Strata,900,975,1110,1016,-,-5.34%,5.29%,61.11%,45.00%,2023,Q4
2167,Strata,617,690,741,677,-,-7.38%,24.32%,-10.00%,500.00%,2023,Q4
2168,Total,791,858,958,886,92,1.00%,6.19%,-8.00%,35.29%,2023,Q4
2168,Non Strata,800,860,965,890,89,0.58%,5.85%,-2.20%,39.06%,2023,Q4
2168,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2170,Total,519,788,1121,824,416,8.47%,25.08%,-5.45%,10.34%,2023,Q4
2170,Non Strata,950,1130,1260,1124,205,9.92%,17.71%,5.67%,29.75%,2023,Q4
2170,Strata,419,520,615,531,211,-2.35%,4.21%,-14.23%,-3.65%,2023,Q4
2171,Total,985,1110,1264,1155,72,5.71%,4.72%,-15.29%,0.00%,2023,Q4
2171,Non Strata,985,1110,1264,1155,72,5.21%,4.72%,-14.29%,1.41%,2023,Q4
2172,Total,-,-,-,-,-,-,-,-,-,2023,Q4
2172,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2173,Total,995,1152,1335,1156,37,8.68%,11.84%,-5.13%,5.71%,2023,Q4
2173,Non Strata,1055,1180,1340,1194,33,10.28%,14.56%,-5.71%,-5.71%,2023,Q4
2173,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2174,Total,914,1190,1355,1140,31,1.60%,8.92%,-18.42%,-22.50%,2023,Q4
2174,Non Strata,1177,1240,1402,1260,-,-3.88%,11.46%,0.00%,-39.47%,2023,Q4
2174,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2175,Total,-,-,-,-,-,-,-,-,-,2023,Q4
2175,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2176,Total,1004,1245,1393,1191,100,19.71%,15.28%,5.26%,17.65%,2023,Q4
2176,Non Strata,1059,1277,1420,1240,92,17.65%,16.05%,17.95%,16.46%,2023,Q4
2176,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2177,Total,939,1045,1175,1027,-,8.57%,14.21%,-36.36%,-33.33%,2023,Q4
2177,Non Strata,973,1088,1228,1131,-,12.16%,18.13%,-36.84%,-33.33%,2023,Q4
2177,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2178,Total,-,-,-,-,-,-,-,-,-,2023,Q4
2178,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2179,Total,666,916,1157,1709,79,-6.05%,-21.31%,-15.96%,5.33%,2023,Q4
2179,Non Strata,666,916,1157,1709,79,-6.05%,-21.31%,-15.96%,5.33%,2023,Q4
2190,Total,1037,1245,1405,1187,64,-0.20%,8.73%,0.00%,-5.88%,2023,Q4
2190,Non Strata,1190,1271,1441,1298,53,-2.23%,-0.31%,-3.64%,8.16%,2023,Q4
2190,Strata,544,670,710,655,-,6.35%,-3.18%,22.22%,-42.11%,2023,Q4
2191,Total,1489,1876,2125,1801,-,16.49%,34.88%,-7.69%,-25.00%,2023,Q4
2191,Non Strata,1563,1900,2181,1893,-,11.76%,20.25%,22.22%,22.22%,2023,Q4
2191,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2192,Total,505,634,1477,1180,68,-10.70%,-14.32%,41.67%,134.48%,2023,Q4
2192,Non Strata,1296,1490,1766,1912,32,-9.70%,1.71%,52.38%,128.57%,2023,Q4
2192,Strata,488,510,575,529,36,-4.23%,-16.39%,33.33%,140.00%,2023,Q4
2193,Total,734,1028,1678,1209,76,-26.44%,32.65%,15.15%,55.10%,2023,Q4
2193,Non Strata,1835,2195,2440,2166,-,16.76%,38.49%,-12.00%,-4.35%,2023,Q4
2193,Strata,671,798,1028,819,54,1.59%,23.84%,31.71%,107.69%,2023,Q4
2194,Total,572,684,980,1044,130,5.97%,10.24%,25.00%,68.83%,2023,Q4
2194,Non Strata,1519,1595,1858,1677,-,-4.49%,9.43%,17.65%,100.00%,2023,Q4
2194,Strata,562,650,741,928,110,4.84%,17.75%,26.44%,64.18%,2023,Q4
2195,Total,380,420,550,620,125,2.44%,-7.69%,1.63%,104.92%,2023,Q4
2195,Non Strata,1113,1325,1462,1343,-,18.83%,38.02%,17.39%,50.00%,2023,Q4
2195,Strata,378,400,447,421,98,-0.12%,0.50%,-2.00%,127.91%,2023,Q4
2196,Total,584,1008,1311,990,78,-4.05%,6.50%,-14.29%,0.00%,2023,Q4
2196,Non Strata,1121,1260,1470,1285,46,3.28%,5.00%,-16.36%,-4.17%,2023,Q4
2196,Strata,409,530,678,566,32,26.19%,8.16%,-11.11%,6.67%,2023,Q4
2197,Total,1063,1128,1286,1167,-,7.66%,6.42%,-26.92%,26.67%,2023,Q4
2197,Non Strata,1076,1136,1303,1189,-,6.57%,5.14%,-28.00%,38.46%,2023,Q4
2197,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2198,Total,1036,1196,1300,1127,-,-0.33%,8.73%,-18.18%,17.39%,2023,Q4
2198,Non Strata,1144,1230,1300,1223,-,2.50%,11.06%,-31.25%,0.00%,2023,Q4
2198,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2199,Total,870,1121,1305,1083,61,-1.58%,12.66%,-4.69%,84.85%,2023,Q4
2199,Non Strata,1084,1177,1385,1225,47,-5.84%,14.83%,4.44%,67.86%,2023,Q4
2199,Strata,499,593,717,609,-,-2.07%,34.66%,-26.32%,180.00%,2023,Q4
2200,Total,460,535,732,681,231,-15.17%,-12.30%,-2.53%,41.72%,2023,Q4
2200,Non Strata,1150,1280,1503,1324,49,0.00%,8.11%,-34.67%,-15.52%,2023,Q4
2200,Strata,435,512,564,508,182,-3.38%,0.29%,12.35%,73.33%,2023,Q4
2203,Total,863,944,1884,1340,66,4.31%,7.27%,-7.04%,20.00%,2023,Q4
2203,Non Strata,1975,2270,2750,2295,-,0.67%,8.22%,5.00%,31.25%,2023,Q4
2203,Strata,805,892,945,894,45,11.50%,9.58%,-11.76%,15.38%,2023,Q4
2204,Total,894,1438,2000,1534,84,31.78%,10.36%,-19.23%,1.20%,2023,Q4
2204,Non Strata,1800,2000,2500,2160,41,-2.91%,21.21%,0.00%,-10.87%,2023,Q4
2204,Strata,756,895,1065,938,43,6.55%,18.54%,-31.75%,16.22%,2023,Q4
2205,Total,699,788,976,921,132,1.03%,6.34%,-7.69%,-0.75%,2023,Q4
2205,Non Strata,1460,1626,1854,1657,-,-2.81%,15.90%,22.22%,22.22%,2023,Q4
2205,Strata,679,762,833,774,110,0.20%,7.25%,-12.00%,-4.35%,2023,Q4
2206,Total,1595,1940,2260,1864,45,13.78%,34.26%,-6.25%,-18.18%,2023,Q4
2206,Non Strata,1863,2028,2434,2138,34,10.94%,24.77%,-5.56%,-8.11%,2023,Q4
2206,Strata,810,1025,1270,1017,-,10.69%,29.13%,-8.33%,-38.89%,2023,Q4
2207,Total,838,1200,1815,1293,109,18.81%,22.70%,-14.84%,11.22%,2023,Q4
2207,Non Strata,1513,1820,1939,1750,54,7.06%,20.33%,-8.47%,12.50%,2023,Q4
2207,Strata,650,838,1018,844,55,13.24%,20.58%,-20.29%,10.00%,2023,Q4
2208,Total,1310,1651,1870,1525,32,8.94%,15.42%,-42.86%,-30.43%,2023,Q4
2208,Non Strata,1645,1807,2048,1825,-,10.42%,22.89%,-50.00%,-33.33%,2023,Q4
2208,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2209,Total,935,1400,1780,1357,41,1.45%,17.65%,10.81%,-4.65%,2023,Q4
2209,Non Strata,1538,1700,2028,1788,-,17.24%,31.89%,-14.81%,-11.54%,2023,Q4
2209,Strata,634,713,968,807,-,39.71%,-9.24%,80.00%,5.88%,2023,Q4
2210,Total,715,1230,1588,1211,107,-1.87%,6.96%,-7.76%,3.88%,2023,Q4
2210,Non Strata,1300,1569,1710,1576,61,10.06%,19.53%,-15.28%,-4.69%,2023,Q4
2210,Strata,589,680,798,727,46,4.62%,1.49%,4.55%,17.95%,2023,Q4
2211,Total,1146,1323,1500,1299,73,2.96%,17.44%,12.31%,52.08%,2023,Q4
2211,Non Strata,1295,1415,1525,1425,57,4.43%,18.51%,9.62%,50.00%,2023,Q4
2211,Strata,748,858,972,851,-,-2.53%,11.76%,23.08%,60.00%,2023,Q4
2212,Total,1130,1308,1418,1309,60,1.63%,17.26%,-11.76%,50.00%,2023,Q4
2212,Non Strata,1225,1345,1470,1340,49,-2.18%,16.70%,-7.55%,36.11%,2023,Q4
2212,Strata,980,1000,1155,1172,-,5.26%,32.36%,-26.67%,175.00%,2023,Q4
2213,Total,1233,1355,1511,1388,76,2.65%,11.98%,-20.83%,24.59%,2023,Q4
2213,Non Strata,1269,1368,1513,1409,72,1.64%,10.28%,-12.20%,30.91%,2023,Q4
2213,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2214,Total,1150,1250,1350,1262,-,-1.96%,16.55%,-10.53%,112.50%,2023,Q4
2214,Non Strata,1146,1250,1315,1243,-,-2.15%,13.64%,-6.25%,114.29%,2023,Q4
2214,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2216,Total,660,774,1088,940,118,7.09%,1.14%,0.00%,-2.48%,2023,Q4
2216,Non Strata,1485,1640,1831,1644,-,-4.79%,9.33%,27.27%,-12.50%,2023,Q4
2216,Strata,627,720,813,721,90,4.35%,-3.36%,-6.25%,1.12%,2023,Q4
2217,Total,660,800,1050,1006,152,-0.62%,-0.62%,-24.38%,6.29%,2023,Q4
2217,Non Strata,1794,1975,2388,2132,-,8.70%,5.33%,-39.53%,-27.78%,2023,Q4
2217,Strata,635,760,866,773,126,-1.59%,6.33%,-20.25%,17.76%,2023,Q4
2218,Total,690,760,1340,1000,57,-2.56%,-1.68%,1.79%,62.86%,2023,Q4
2218,Non Strata,1615,1725,2021,1801,-,7.81%,9.73%,-11.76%,0.00%,2023,Q4
2218,Strata,663,720,774,713,42,-1.34%,5.92%,7.69%,110.00%,2023,Q4
2219,Total,770,1168,1628,1476,80,-14.15%,7.11%,50.94%,25.00%,2023,Q4
2219,Non Strata,1813,2950,3425,2820,-,14.56%,43.90%,10.53%,-22.22%,2023,Q4
2219,Strata,749,820,1225,998,59,-13.68%,0.61%,73.53%,59.46%,2023,Q4
2220,Total,650,795,1330,1075,137,6.00%,5.30%,-27.13%,35.64%,2023,Q4
2220,Non Strata,1600,1880,2380,2004,37,10.59%,2.51%,42.31%,23.33%,2023,Q4
2220,Strata,626,713,801,732,100,-2.53%,7.95%,-38.27%,40.85%,2023,Q4
2221,Total,938,1740,2479,1818,64,-7.94%,10.13%,25.49%,52.38%,2023,Q4
2221,Non Strata,1959,2283,3052,2545,36,-0.76%,9.74%,33.33%,33.33%,2023,Q4
2221,Strata,695,869,1103,882,-,4.89%,-11.32%,16.67%,86.67%,2023,Q4
2222,Total,588,685,1650,1056,53,1.71%,-9.57%,8.16%,76.67%,2023,Q4
2222,Non Strata,1660,1846,2155,1927,-,1.26%,22.14%,21.43%,41.67%,2023,Q4
2222,Strata,573,638,685,645,36,4.51%,14.04%,2.86%,100.00%,2023,Q4
2223,Total,832,1598,2148,1546,78,20.11%,24.90%,-3.70%,-4.88%,2023,Q4
2223,Non Strata,1756,2120,2591,2160,42,17.78%,14.59%,0.00%,-6.67%,2023,Q4
2223,Strata,645,822,1003,831,36,8.16%,4.71%,-7.69%,-2.70%,2023,Q4
2224,Total,1160,1705,2220,1782,68,3.96%,13.67%,19.30%,58.14%,2023,Q4
2224,Non Strata,1703,2000,2394,2154,46,12.73%,11.89%,27.78%,109.09%,2023,Q4
2224,Strata,738,1017,1230,1004,-,-15.29%,-3.19%,4.76%,4.76%,2023,Q4
2225,Total,1610,1750,2120,1916,-,1.33%,32.58%,-31.58%,-31.58%,2023,Q4
2225,Non Strata,1610,1750,2120,1916,-,-0.06%,32.58%,-27.78%,-23.53%,2023,Q4
2226,Total,1370,1550,1782,1499,43,9.15%,34.78%,-15.69%,59.26%,2023,Q4
2226,Non Strata,1500,1615,1820,1675,34,4.70%,18.75%,-15.00%,88.89%,2023,Q4
2226,Strata,-,-,-,-,-,-,-,-,-,2023,Q4
2227,Total,1283,1712,1918,1620,63,35.34%,38.01%,-3.08%,5.00%,2023,Q4
2227,Non Strata,1702,1875,2022,1903,40,9.01%,21.28%,37.93%,33.33%,2023,Q4
2227,Strata,811,1027,1350,1126,-,11.53%,9.86%,-36.11%,-23.33%,2023,Q4
2228,Total,803,1190,1700,1313,113,13.33%,0.42%,1.80%,29.89%,2023,Q4
